Id,Name,Period,Wikipedia URL
ld1-1643399756728-1643399773608-0,William Clark,1 Aug 1770 - 1 Sep 1838,https://en.wikipedia.org/wiki/William_Clark
ld1-1643399756728-1643399773743-1,Andrew Jackson,15 Mar 1767 - 8 Jun 1845,https://en.wikipedia.org/wiki/Andrew_Jackson
ld1-1643399756728-1643399773777-0,Frances Folsom Cleveland,21 Jul 1864 - 29 Oct 1947,https://en.wikipedia.org/wiki/Frances_Folsom_Cleveland
ld1-1643399756728-1643399773848-1,John Russwurm,1 Oct 1799 - 9 Jun 1851,https://en.wikipedia.org/wiki/John_Russwurm
ld1-1643399756728-1643399773959-0,Alexander Hamilton,11 Jan 1757 - 11 Jul 1804,https://en.wikipedia.org/wiki/Alexander_Hamilton
ld1-1643399756728-1643399773993-0,John Caldwell Calhoun,18 Mar 1782 - 31 Mar 1850,https://en.wikipedia.org/wiki/John_Caldwell_Calhoun
ld1-1643399756728-1643399774008-1,Mary Stevenson Cassatt,22 May 1844 - 14 Jun 1926,https://en.wikipedia.org/wiki/Mary_Stevenson_Cassatt
ld1-1643399756728-1643399774026-0,John Jacob Astor,17 Jul 1763 - 29 Mar 1848,https://en.wikipedia.org/wiki/John_Jacob_Astor
ld1-1643399756728-1643399774260-1,Ernest Lawson,22 Mar 1873 - 18 Dec 1939,https://en.wikipedia.org/wiki/Ernest_Lawson
ld1-1643399756728-1643399774346-1,William Howard Taft,15 Sep 1857 - 8 Mar 1930,https://en.wikipedia.org/wiki/William_Howard_Taft
ld1-1643399756728-1643399774434-0,Pocahontas,c. 1590 - Mar 1617,https://en.wikipedia.org/wiki/Pocahontas
ld1-1643399756728-1643399774620-0,Herbert Clark Hoover,10 Aug 1874 - 20 Oct 1964,https://en.wikipedia.org/wiki/Herbert_Clark_Hoover
ld1-1643399756728-1643399774760-0,Julia Ward Howe,27 May 1819 - 17 Oct 1910,https://en.wikipedia.org/wiki/Julia_Ward_Howe
ld1-1643399756728-1643399774891-0,Andrew Jackson,15 Mar 1767 - 8 Jun 1845,https://en.wikipedia.org/wiki/Andrew_Jackson
ld1-1643399756728-1643399775034-1,Newton Booth Tarkington,29 Jul 1869 - 19 May 1946,https://en.wikipedia.org/wiki/Newton_Booth_Tarkington
ld1-1643399756728-1643399775097-0,Thomas McKean,19 Mar 1734 - 24 Jun 1817,https://en.wikipedia.org/wiki/Thomas_McKean
ld1-1643399756728-1643399775098-0,Robert Hare,17 Jan 1781 - 15 May 1858,https://en.wikipedia.org/wiki/Robert_Hare_(chemist)
ld1-1643399756728-1643399775214-1,Franklin Pierce,23 Nov 1804 - 8 Oct 1869,https://en.wikipedia.org/wiki/Franklin_Pierce
ld1-1643399756728-1643399775247-0,Thomas Corwin Mendenhall,4 Oct 1841 - 33 Mar 1924,https://en.wikipedia.org/wiki/Thomas_Corwin_Mendenhall
ld1-1643399756728-1643399775344-0,Henry Clay,12 Apr 1777 - 29 Jun 1852,https://en.wikipedia.org/wiki/Henry_Clay
ld1-1643399756728-1643399775355-1,William Cullen Bryant,3 Nov 1794 - 12 Jun 1878,https://en.wikipedia.org/wiki/William_Cullen_Bryant
ld1-1643399756728-1643399775436-0,Andrew Carnegie,25 Nov 1835 - 11 Aug 1919,https://en.wikipedia.org/wiki/Andrew_Carnegie
ld1-1643399756728-1643399775512-0,Daniel Webster,18 Jan 1782 - 24 Oct 1852,https://en.wikipedia.org/wiki/Daniel_Webster
ld1-1643399756728-1643399775513-0,William Moultrie,1730 - 27 Sep 1805,https://en.wikipedia.org/wiki/William_Moultrie
ld1-1643399756728-1643399775645-1,Gustavus Franklin Swift,24 Jun 1839 - 29 Mar 1903,https://en.wikipedia.org/wiki/Gustavus_Franklin_Swift
ld1-1643399756728-1643399775654-0,Thomas Benedict Clarke,11 Dec 1848 - 18 Jan 1931,https://en.wikipedia.org/wiki/Thomas_Benedict_Clarke
ld1-1643399756728-1643399775761-1,Martin Van Buren,5 Dec 1782 - 24 Jul 1862,https://en.wikipedia.org/wiki/Martin_Van_Buren
ld1-1643399756728-1643399775832-0,James Madison,16 Mar 1751 - 28 Jun 1836,https://en.wikipedia.org/wiki/James_Madison
ld1-1643399756728-1643399775849-0,James Wilkinson,24 Mar 1757 - 28 Dec 1825,https://en.wikipedia.org/wiki/James_Wilkinson
ld1-1643399756728-1643399775956-0,Bp. George Berkeley,12 Mar 1685 - 14 Jan 1753,https://en.wikipedia.org/wiki/George_Berkeley
ld1-1643399756728-1643399776020-0,Abraham Lincoln,12 Feb 1809 - 15 Apr 1865,https://en.wikipedia.org/wiki/Abraham_Lincoln
ld1-1643399756728-1643399776050-0,Charles Cotesworth Pinckney,25 Feb 1746 - 25 Aug 1825,https://en.wikipedia.org/wiki/Charles_Cotesworth_Pinckney
ld1-1643399756728-1643399776079-1,Richard Alexander F. Penrose Jr.,17 Dec 1863 - 31 Jul 1931,https://en.wikipedia.org/wiki/R._A._F._Penrose_Jr.
ld1-1643399756728-1643399776164-0,Elizabeth Washington Gamble Wirt,30 Jan 1784 - 24 Jan 1857,https://en.wikipedia.org/wiki/Elizabeth_Washington_Gamble_Wirt
ld1-1643399756728-1643399776305-0,Edwin Thomas Booth,13 Nov 1833 - 7 Jun 1893,https://en.wikipedia.org/wiki/Edwin_Thomas_Booth
ld1-1643399756728-1643399776519-1,James Johnson,1 Jan 1774 - 13 Aug 1826,https://en.wikipedia.org/wiki/James_Johnson_(Kentucky_politician)
ld1-1643399756728-1643399776577-0,James Smithson,c. 1765 - 1829,https://en.wikipedia.org/wiki/James_Smithson
ld1-1643399756728-1643399776704-0,Joseph Henry,17 Dec 1797 - 13 May 1878,https://en.wikipedia.org/wiki/Joseph_Henry
ld1-1643399756728-1643399776764-0,Arvid Frederick Nyholm,1866 - 1927,https://en.wikipedia.org/wiki/Arvid_Nyholm
ld1-1643399756728-1643399776955-0,Edwin Forrest,9 Mar 1806 - 12 Dec 1872,https://en.wikipedia.org/wiki/Edwin_Forrest
ld1-1643399756728-1643399777010-0,John Wesley Powell,24 Mar 1834 - 23 Sep 1902,https://en.wikipedia.org/wiki/John_Wesley_Powell
ld1-1643399756728-1643399777112-0,Simon Cameron,8 Mar 1799 - 25 Jun 1889,https://en.wikipedia.org/wiki/Simon_Cameron
ld1-1643399756728-1643399777228-0,William McKinley,29 Jan 1843 - 14 Sep 1901,https://en.wikipedia.org/wiki/William_McKinley
ld1-1643399756728-1643399777280-0,Francis Davis Millet,3 Nov 1846 - 15 Apr 1912,https://en.wikipedia.org/wiki/Francis_Davis_Millet
ld1-1643399756728-1643399777297-1,Noah Webster,16 Oct 1758 - 28 May 1843,https://en.wikipedia.org/wiki/Noah_Webster
ld1-1643399756728-1643399777333-0,Joseph Warren,11 Jun 1741 - 17 Jun 1775,https://en.wikipedia.org/wiki/Joseph_Warren
ld1-1643399756728-1643399777566-1,James Monroe,28 Apr 1758 - 4 Jul 1831,https://en.wikipedia.org/wiki/James_Monroe
ld1-1643399756728-1643399777728-1,Lewis Morris,8 Apr 1726 - 22 Jan 1798,https://en.wikipedia.org/wiki/Lewis_Morris
ld1-1643399756728-1643399777876-0,William McKinley,29 Jan 1843 - 14 Sep 1901,https://en.wikipedia.org/wiki/William_McKinley
ld1-1643399756728-1643399777928-0,Leonard Wood,9 Oct 1860 - 7 Aug 1927,https://en.wikipedia.org/wiki/Leonard_Wood
ld1-1643399756728-1643399778072-0,Ulysses Simpson Grant,27 Apr 1822 - 23 Jul 1885,https://en.wikipedia.org/wiki/Ulysses_Simpson_Grant
ld1-1643399756728-1643399778419-0,George Washington,22 Feb 1732 - 14 Dec 1799,https://en.wikipedia.org/wiki/George_Washington
ld1-1643399756728-1643399778440-0,Joseph Henry,17 Dec 1797 - 13 May 1878,https://en.wikipedia.org/wiki/Joseph_Henry
ld1-1643399756728-1643399778453-0,Henry Clay,12 Apr 1777 - 29 Jun 1852,https://en.wikipedia.org/wiki/Henry_Clay
ld1-1643399756728-1643399778546-0,Philip Henry Sheridan,6 Mar 1831 - 5 Aug 1888,https://en.wikipedia.org/wiki/Philip_Henry_Sheridan
ld1-1643399756728-1643399778728-0,Washington Irving,3 Apr 1783 - 28 Nov 1859,https://en.wikipedia.org/wiki/Washington_Irving
ld1-1643399756728-1643399778819-1,Charles Lee,Jul 1758 - 24 Jun 1815,https://en.wikipedia.org/wiki/Charles_Lee_(Attorney_General)
ld1-1643399756728-1643399778936-0,Franklin Delano Roosevelt,30 Jan 1882 - 12 Apr 1945,https://en.wikipedia.org/wiki/Franklin_Delano_Roosevelt
ld1-1643399756728-1643399778992-0,Rutherford Birchard Hayes,4 Oct 1822 - 17 Jan 1893,https://en.wikipedia.org/wiki/Rutherford_Birchard_Hayes
ld1-1643399756728-1643399779224-0,Charles Nagel,9 Aug 1849 - 1940,https://en.wikipedia.org/wiki/Charles_Nagel
ld1-1643399756728-1643399779289-0,Joseph Eggleston Johnston,3 Feb 1807 - 21 Mar 1891,https://en.wikipedia.org/wiki/Joseph_Eggleston_Johnston
ld1-1643399756728-1643399779356-0,Edith Bolling Galt Wilson,15 Oct 1872 - 28 Dec 1961,https://en.wikipedia.org/wiki/Edith_Bolling_Galt_Wilson
ld1-1643399756728-1643399779357-0,Daniel of St. Thomas Jenifer,1723 - 16 Nov 1790,https://en.wikipedia.org/wiki/Daniel_of_St._Thomas_Jenifer
ld1-1643399756728-1643399779432-0,Julius Bien,Sep 1826 - 1909,https://en.wikipedia.org/wiki/Julius_Bien
ld1-1643399756728-1643399779444-0,Abbott Handerson Thayer,12 Aug 1849 - 29 May 1921,https://en.wikipedia.org/wiki/Abbott_Handerson_Thayer
ld1-1643399756728-1643399779615-0,William Henry Harrison,9 Feb 1773 - 4 Apr 1841,https://en.wikipedia.org/wiki/William_Henry_Harrison
ld1-1643399756728-1643399779710-0,Charles Carroll Glover,24 Nov 1846 - 25 Feb 1936,https://en.wikipedia.org/wiki/Charles_Carroll_Glover
ld1-1643399756728-1643399780139-0,John Morgan,10 Jun 1735 - 15 Oct 1789,https://en.wikipedia.org/wiki/John_Morgan_(physician)
ld1-1643399756728-1643399780151-0,John Quinn,24 Apr 1870 - 28 Jul 1924,https://en.wikipedia.org/wiki/John_Quinn_(collector)
ld1-1643399756728-1643399780192-0,Salmon Portland Chase,13 Jan 1808 - 7 May 1873,https://en.wikipedia.org/wiki/Salmon_Portland_Chase
ld1-1643399756728-1643399780302-0,Frederick Augustus Conrad Muhlenberg,1 Jan 1750 - 4 Jun 1801,https://en.wikipedia.org/wiki/Frederick_Augustus_Conrad_Muhlenberg
ld1-1643399756728-1643399780306-0,Talcott Williams,20 Jul 1849 - 24 Jan 1928,https://en.wikipedia.org/wiki/Talcott_Williams
ld1-1643399756728-1643399780426-0,George Brinton McClellan,3 Dec 1826 - 29 Oct 1885,https://en.wikipedia.org/wiki/George_Brinton_McClellan
ld1-1643399756728-1643399780428-0,Neville Chamberlain,18 Mar 1869 - 9 Nov 1940,https://en.wikipedia.org/wiki/Neville_Chamberlain
ld1-1643399756728-1643399780474-1,Woodrow Wilson,28 Dec 1856 - 3 Feb 1924,https://en.wikipedia.org/wiki/Woodrow_Wilson
ld1-1643399756728-1643399780511-1,John Henry Patterson,13 Dec 1844 - 7 May 1922,https://en.wikipedia.org/wiki/John_Henry_Patterson_(NCR_owner)
ld1-1643399756728-1643399780600-0,Abraham Lincoln,12 Feb 1809 - 15 Apr 1865,https://en.wikipedia.org/wiki/Abraham_Lincoln
ld1-1643399756728-1643399780813-0,William Temple Hornaday,1 Dec 1854 - 6 Mar 1937,https://en.wikipedia.org/wiki/William_Temple_Hornaday
ld1-1643399756728-1643399781408-0,William Baxter Palmer Closson,1848 - 1926,https://en.wikipedia.org/wiki/William_Closson
ld1-1643399756728-1643399781540-0,Samuel Finley Breese Morse,27 Apr 1791 - 2 Apr 1872,https://en.wikipedia.org/wiki/Samuel_Finley_Breese_Morse
ld1-1643399756728-1643399781548-1,William James,11 Jan 1842 - 26 Aug 1910,https://en.wikipedia.org/wiki/William_James
ld1-1643399756728-1643399781681-1,Van Wyck Brooks,16 Feb 1886 - 2 May 1963,https://en.wikipedia.org/wiki/Van_Wyck_Brooks
ld1-1643399756728-1643399781695-0,George Clymer,16 Mar 1739 - 25 Jan 1813,https://en.wikipedia.org/wiki/George_Clymer
ld1-1643399756728-1643399781893-1,Chief Joseph,c. 1840 - 21 Sep 1904,https://en.wikipedia.org/wiki/Chief_Joseph
ld1-1643399756728-1643399781968-1,James Gibbons,23 Jul 1834 - 24 Mar 1921,https://en.wikipedia.org/wiki/James_Gibbons
ld1-1643399756728-1643399782013-0,Louis Michel Eilshemius,4 Feb 1864 - 29 Dec 1941,https://en.wikipedia.org/wiki/Louis_Michel_Eilshemius
ld1-1643399756728-1643399782123-0,John Bigelow,25 Nov 1817 - 19 Dec 1911,https://en.wikipedia.org/wiki/John_Bigelow
ld1-1643399756728-1643399782482-1,John Russell Pope,1874 - 1937,https://en.wikipedia.org/wiki/John_Russell_Pope
ld1-1643399756728-1643399782898-0,Charles Willson Peale,15 Apr 1741 - 22 Feb 1827,https://en.wikipedia.org/wiki/Charles_Willson_Peale
ld1-1643399756728-1643399783086-0,George Dewey,26 Dec 1837 - 16 Jan 1917,https://en.wikipedia.org/wiki/George_Dewey
ld1-1643399756728-1643399783121-0,Franklin Pierce,23 Nov 1804 - 8 Oct 1869,https://en.wikipedia.org/wiki/Franklin_Pierce
ld1-1643399756728-1643399783258-0,William Auerbach-Levy,1889 - 1964,https://en.wikipedia.org/wiki/William_Auerbach-Levy
ld1-1643399756728-1643399783447-0,James Buchanan Duke,23 Dec 1856 - 10 Oct 1925,https://en.wikipedia.org/wiki/James_Buchanan_Duke
ld1-1643399756728-1643399783693-0,David Edward Finley,13 Sep 1890 - 1 Feb 1977,https://en.wikipedia.org/wiki/David_Edward_Finley
ld1-1643399756728-1643399783706-1,Frank Duveneck,9 Oct 1848 - 3 Jan 1919,https://en.wikipedia.org/wiki/Frank_Duveneck
ld1-1643399756728-1643399783814-0,Charles Evans Hughes,11 Apr 1862 - 27 Aug 1948,https://en.wikipedia.org/wiki/Charles_Evans_Hughes
ld1-1643399756728-1643399783819-1,Lyman Beecher,12 Oct 1775 - 10 Jan 1863,https://en.wikipedia.org/wiki/Lyman_Beecher
ld1-1643399756728-1643399783881-0,William Page,Jan 1811 - 30 Sep 1885,https://en.wikipedia.org/wiki/William_Page_(painter)
ld1-1643399756728-1643399783947-0,Lady Mary Victoria Leiter Curzon,27 May 1870 - 18 Jul 1906,"https://en.wikipedia.org/wiki/Mary_Curzon,_Baroness_Curzon_of_Kedleston"
ld1-1643399756728-1643399783950-0,William Franklin Draper,9 Apr 1842 - 28 Jan 1910,https://en.wikipedia.org/wiki/William_Franklin_Draper_(politician)
ld1-1643399756728-1643399784011-0,John Randolph,2 Jun 1773 - 24 May 1833,https://en.wikipedia.org/wiki/John_Randolph_of_Roanoke
ld1-1643399756728-1643399784149-1,Benjamin Strong,1872 - 1928,https://en.wikipedia.org/wiki/Benjamin_Strong
ld1-1643399756728-1643399784632-1,Patience Lovell Wright,1725 - 23 Mar 1786,https://en.wikipedia.org/wiki/Patience_Lovell_Wright
ld1-1643399756728-1643399784769-0,Benjamin O'Fallon,20 Sep 1793 - 17 Dec 1842,https://en.wikipedia.org/wiki/Benjamin_O'Fallon
ld1-1643399756728-1643399784822-0,Thomas Stone,1743 - 5 Oct 1787,https://en.wikipedia.org/wiki/Thomas_Stone
ld1-1643399756728-1643399784823-0,George Benjamin Luks,13 Aug 1867 - 29 Oct 1933,https://en.wikipedia.org/wiki/George_Benjamin_Luks
ld1-1643399756728-1643399784891-0,Edward Hicks,4 Apr 1780 - 23 Aug 1849,https://en.wikipedia.org/wiki/Edward_Hicks
ld1-1643399756728-1643399784979-1,Elizabeth Cady Stanton,12 Nov 1815 - 26 Oct 1902,https://en.wikipedia.org/wiki/Elizabeth_Cady_Stanton
ld1-1643399756728-1643399784998-1,John Brooks Henderson,16 Nov 1826 - 12 Apr 1913,https://en.wikipedia.org/wiki/John_Brooks_Henderson
ld1-1643399756728-1643399785020-0,James Monroe,28 Apr 1758 - 4 Jul 1831,https://en.wikipedia.org/wiki/James_Monroe
ld1-1643399756728-1643399785058-0,William James Glackens,13 Mar 1870 - 22 May 1938,https://en.wikipedia.org/wiki/William_James_Glackens
ld1-1643399756728-1643399785122-1,Joseph Delaplaine,20 Dec 1777 - 31 May 1824,-
ld1-1643399756728-1643399785169-1,James Cochran Dobbin,1814 - 4 Aug 1857,https://en.wikipedia.org/wiki/James_Cochran_Dobbin
ld1-1643399756728-1643399785306-1,John Adolphus Bernard Dahlgren,13 Nov 1809 - 12 Jul 1870,https://en.wikipedia.org/wiki/John_Adolphus_Bernard_Dahlgren
ld1-1643399756728-1643399785378-0,Enoch Crosby,4 Jan 1750 - 26 Jun 1835,https://en.wikipedia.org/wiki/Enoch_Crosby
ld1-1643399756728-1643399785385-1,Carl Wimar,19 Feb 1828 - 28 Nov 1862,https://en.wikipedia.org/wiki/Carl_Wimar
ld1-1643399756728-1643399785568-0,Robert Milligan McLane,23 Jun 1815 - 16 Apr 1898,https://en.wikipedia.org/wiki/Robert_Milligan_McLane
ld1-1643399756728-1643399785611-0,Joseph Henry,17 Dec 1797 - 13 May 1878,https://en.wikipedia.org/wiki/Joseph_Henry
ld1-1643399756728-1643399785746-0,William Lloyd Garrison,10 Dec 1805 - 24 May 1879,https://en.wikipedia.org/wiki/William_Lloyd_Garrison
ld1-1643399756728-1643399785927-0,Joseph Clay Neal,3 Feb 1807 - 17 Jul 1847,-
ld1-1643399756728-1643399786085-1,George Read,18 Sep 1733 - 21 Sep 1798,"https://en.wikipedia.org/wiki/George_Read_(American_politician,_born_1733)"
ld1-1643399756728-1643399786099-0,Lucy May Stanton,22 May 1875 - 19 Mar 1931,https://en.wikipedia.org/wiki/Lucy_May_Stanton
ld1-1643399756728-1643399786260-1,John Paul Jones,6 Jul 1747 - 18 Jul 1792,https://en.wikipedia.org/wiki/John_Paul_Jones
ld1-1643399756728-1643399786371-0,John Randolph,2 Jun 1773 - 24 May 1833,https://en.wikipedia.org/wiki/John_Randolph_of_Roanoke
ld1-1643399756728-1643399786372-1,Gen. George Rogers Clark,19 Nov 1752 - 13 Feb 1818,https://en.wikipedia.org/wiki/George_Rogers_Clark
ld1-1643399756728-1643399786458-1,Prince Paul of Yugoslavia,1893 - 1976,https://en.wikipedia.org/wiki/Prince_Paul_of_Yugoslavia
ld1-1643399756728-1643399786495-0,John Quincy Adams Ward,29 Jun 1830 - 1 May 1910,https://en.wikipedia.org/wiki/John_Quincy_Adams_Ward
ld1-1643399756728-1643399786705-1,Sequoyah,c. 1770 - Aug 1843,https://en.wikipedia.org/wiki/Sequoyah
ld1-1643399756728-1643399786753-0,Stephen Decatur Jr.,5 Jan 1779 - 22 Mar 1820,https://en.wikipedia.org/wiki/Stephen_Decatur_Jr.
ld1-1643399756728-1643399786991-0,George Peabody,18 Feb 1795 - 4 Nov 1869,https://en.wikipedia.org/wiki/George_Peabody
ld1-1643399756728-1643399787054-0,James Smithson,c. 1765 - 1829,https://en.wikipedia.org/wiki/James_Smithson
ld1-1643399756728-1643399787065-0,John Joseph Pershing,13 Sep 1860 - 15 Jul 1948,https://en.wikipedia.org/wiki/John_Joseph_Pershing
ld1-1643399756728-1643399787156-1,William Trost Richards,14 Nov 1833 - 8 Nov 1905,https://en.wikipedia.org/wiki/William_Trost_Richards
ld1-1643399756728-1643399787158-0,John Jay Chapman,2 Mar 1862 - 4 Nov 1933,https://en.wikipedia.org/wiki/John_Jay_Chapman
ld1-1643399756728-1643399787164-0,William Starke Rosecrans,6 Sep 1819 - 11 Mar 1898,https://en.wikipedia.org/wiki/William_Starke_Rosecrans
ld1-1643399756728-1643399787175-0,James Buchanan,21 Apr 1791 - 1 Jun 1868,https://en.wikipedia.org/wiki/James_Buchanan
ld1-1643399756728-1643399787223-1,Robert Richford Roberts,2 Aug 1778 - 26 Mar 1843,https://en.wikipedia.org/wiki/Robert_Richford_Roberts
ld1-1643399756728-1643399787314-0,Benjamin Silliman,8 Aug 1779 - 24 Nov 1864,https://en.wikipedia.org/wiki/Benjamin_Silliman
ld1-1643399756728-1643399787327-0,Yehudi Menuhin,22 Apr 1916 - 12 Mar 1999,https://en.wikipedia.org/wiki/Yehudi_Menuhin
ld1-1643399756728-1643399787337-0,Robert Francis Kennedy,20 Nov 1925 - 6 Jun 1968,https://en.wikipedia.org/wiki/Robert_Francis_Kennedy
ld1-1643399756728-1643399787521-0,Francis Patrick Garvan,13 Jun 1875 - 7 Nov 1937,https://en.wikipedia.org/wiki/Francis_Patrick_Garvan
ld1-1643399756728-1643399787563-1,Catahecassa,c. 1740 - 1831,https://en.wikipedia.org/wiki/Catahecassa
ld1-1643399756728-1643399787739-0,Susan Brownell Anthony,15 Feb 1820 - 13 Mar 1906,https://en.wikipedia.org/wiki/Susan_Brownell_Anthony
ld1-1643399756728-1643399787788-0,Rutherford Birchard Hayes,4 Oct 1822 - 17 Jan 1893,https://en.wikipedia.org/wiki/Rutherford_Birchard_Hayes
ld1-1643399756728-1643399788347-0,Richard Rush,29 Aug 1780 - 30 Jul 1859,https://en.wikipedia.org/wiki/Richard_Rush
ld1-1643399756728-1643399788382-0,James Abbott McNeill Whistler,11 Jul 1834 - 17 Jul 1903,https://en.wikipedia.org/wiki/James_Abbott_McNeill_Whistler
ld1-1643399756728-1643399788383-1,Zachary Taylor,24 Nov 1784 - 9 Jul 1850,https://en.wikipedia.org/wiki/Zachary_Taylor
ld1-1643399756728-1643399788481-1,Samuel Smith,27 Jul 1752 - 22 Apr 1839,https://en.wikipedia.org/wiki/Samuel_Smith_(Maryland_politician)
ld1-1643399756728-1643399788694-0,Chester Alan Arthur,5 Oct 1829 - 18 Nov 1886,https://en.wikipedia.org/wiki/Chester_Alan_Arthur
ld1-1643399756728-1643399788881-0,John Adams,30 Oct 1735 - 4 Jul 1826,https://en.wikipedia.org/wiki/John_Adams
ld1-1643399756728-1643399788930-0,Daniel Webster,18 Jan 1782 - 24 Oct 1852,https://en.wikipedia.org/wiki/Daniel_Webster
